vendor_key,vendor_name,legal_name,address,notes,source_sheet,source_rows,source_checksum
ven_1de5b8114bec,Viveria Gallery,,Jakarta,,List,437,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_9da0e1dc48ff,VQ Stone,,,,List,438,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_fb68e275084e,VR Space,,Jakarta,,List,439;440;441;442;443;444;445;446;447;448,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_2c8c051c0bc1,W Tiles,,Indonesia,,List,449,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_50c2cb442e1e,Wallform,,Jakarta,,List,450,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_97c09253e374,Walpix,,Jakarta,,List,451,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_ac80b5088a39,Wamstone,,Jakarta,,List,452,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_28d83845ff55,Wellgress Tiles,,Jakarta,,List,453,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_b50172b38f4e,Wika WH,,Jakarta,,List,454,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_bb19d2f1d3b1,Winston Ok,,Jakarta,,List,455,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_457e3606c579,Wisanaka,,Klaten,,List,456,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_c1ab493c45f7,Wisma Sehati,,Jakarta,,List,476,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_214ea6976c15,Wood Concept,,Jakarta,,List,457,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_5a2bb24dc707,Woodpecker,,Jakarta,,List,458,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_1b2a82a0b881,WPC Wood Indonesia,,Jakarta,,List,459,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_46e4ecc8ebf3,Xingfa,PT Xingfa Aluminium Indonesia,Tangerang,,List,460,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_c0018bc50090,Xpose Indonesia,,Jakarta,,List,461,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_c553a7e10b6e,YKK AP Indonesia,PT YKK AP Indonesia,Tangerang,,List,462,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
ven_9dceb0fe987e,Zimmer,,Tangerang,,List,463,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
