vendor_row_id,canonical_brand_name,source_brand_variants,company_name,company_pt,website_url,instagram_url,address,action,matched_existing_hint,source_sheet,source_rows,source_checksum
v0062,Cemtex Innovation,Cemtex Innovation,,,,https://www.instagram.com/cemtex.id/?hl=en,Jakarta,INSERT_NEW,,List,77,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0063,Centralite,Centralite,,PT Centralite Anugerah Indah,https://www.centralite.co.id/,https://www.instagram.com/centralite.official?igsh=MWtzZmkxOWh2anBwdQ==,Jakarta,INSERT_NEW,,List,78;79,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0064,Christ Wood,Christ Wood,,PT Putra Adi Sinar Sentausa (PT PASS),https://www.flooringkayu.com/,https://www.instagram.com/christwood/,Surabaya,INSERT_NEW,,List,80,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0065,Chroma Asia,Chroma Asia,,,https://chromaasia.com/,https://www.instagram.com/coloursofchroma/,Jakarta,INSERT_NEW,,List,81,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0066,Cipta Semula Laminates,Cipta Semula Laminates,Cipta Semula,,https://ciptasemula.com/,https://www.instagram.com/cs_laminates/?hl=en,Tangerang,INSERT_NEW,,List,82,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0067,Citatah,Citatah,,,https://citatah.co.id/,https://www.instagram.com/citatah.official/,Jakarta,INSERT_NEW,,List,83;84;85;86;87;88,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0068,Clayxible,Clayxible,,PT Indah Forindo,https://clayxible.com/stone/,https://www.instagram.com/clayxible.id/,Surabaya,INSERT_NEW,,List,89,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0069,Colortek,Colortek,,PT Decora Jaya Indonesia,https://www.colortek.eu/,https://www.instagram.com/colortek.indonesia/,Tangerang Selatan,INSERT_NEW,,List,90,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0070,Coloursofchroma,Coloursofchroma,,PT Chroma Sinergi Indonesia,https://chromaasia.com/?fbclid=PAZnRzaAN1W8FleHRuA2FlbQIxMQABpzzceyb03ZrRWK_tGAu2x90GBe6VGt8TwsXiQkwZYiuruIZ96pb-fxS_xKQI_aem_c-ZODoVJlO1d6JXo-ib3fg,https://www.instagram.com/coloursofchroma/?hl=en,Tangerang,INSERT_NEW,,List,91,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0071,Cordial,Cordial,,PT Cordialels Sistem Furniture,https://cordialels.com,https://www.instagram.com/accounts/login/?next=%2Fcordial_idn%2F&source=omni_redirect&hl=en,Jakarta,INSERT_NEW,,List,92,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0072,Creative Lighting Asia,Creative Lighting Asia,,,https://cla.asia/,https://www.instagram.com/creativelightingasia/?hl=en,"Jakarta, Bali",INSERT_NEW,,List,93,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0073,Creatura Dekorasi,Creatura Dekorasi,,PT Creatura Dekorasi,https://msha.ke/creaturadekorasi?fbclid=PAZnRzaAN1XZ5leHRuA2FlbQIxMQABp3EAp7L1B0rXjp4TSkOzQ82se0XzKcpIAYWG_V-dubzUD_H02X0eE8JFMq6i_aem_LxF8tfN1cJidOEBtpJ21Og,https://www.instagram.com/creaturadekorasi.id/?hl=en,Jakarta,INSERT_NEW,,List,94,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0074,CSL Leather,CSL Leather,Berkat Unggul Pratama,,https://www.csl-leather.com/,https://www.instagram.com/lederhaus_id/,"Jakarta, Bandung, Bali",INSERT_NEW,,List,95;96,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0075,D'Grassada,D'Grassada,,PT Reneo Grasada,https://grasada.com/contact.html,,Tangerang,INSERT_NEW,,List,97,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0076,Dastor Indonesia,Dastor Indonesia,,PT Dastor Akses Setia,https://dastormart.com,https://www.instagram.com/dastorindonesia/?hl=en,Jakarta,INSERT_NEW,,List,98,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0077,Deepa Lighting,Deepa Lighting,,,,https://www.instagram.com/deepa.lighting/,Surabaya,INSERT_NEW,,List,99,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0078,Deka Sistemi,Deka Sistemi,,PT Dekor Arya Interindo,,https://www.instagram.com/dekasistemi.id/?hl=en,Jakarta,INSERT_NEW,,List,100,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0079,Dekkson,Dekkson,,PT Fajar Lestari Sejati,https://www.dekkson.com/,https://www.instagram.com/dekkson_official/,Jakarta,INSERT_NEW,,List,101;102;103;104,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0080,Delica Aluminium,Delica Aluminium,,,https://delica.co.id,https://www.instagram.com/delica_aluminium/?hl=en,"Jakarta, Surabaya, Medan",INSERT_NEW,,List,105,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0081,Desso by Tarkett,Desso by Tarkett,,,https://www.tarkett-asia.com/en_RA/brand/desso,https://www.instagram.com/tarkettofficial/,Asia,INSERT_NEW,,List,106,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0082,Dextron,Dextron,,,https://www.dextronteknologi.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZL9soPm7fY7hr7UxBD1UD3rno_-TDYYRHojP3Zy356VUZCE45j-nKJfzw_aem_UfCVlzlS7Dggo-qMu-K4uw,https://www.instagram.com/dextronelektrik/?hl=en,Jakarta,INSERT_NEW,,List,107,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0083,DH Casa,DH Casa,,,,https://www.instagram.com/dhcasa/?hl=en,Jakarta,INSERT_NEW,,List,108,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0084,Diva Furniture,Diva Furniture,,,,https://www.instagram.com/diva.furniturejepara/?hl=en,Jepara,INSERT_NEW,,List,109,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0085,Diverso,Diverso,,,https://diversoart.com,https://www.instagram.com/diverso.art/,Jakarta,INSERT_NEW,,List,110;111,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0086,Djalin,Djalin,,,https://www.djalin.com/,https://www.instagram.com/djalindesign/?hl=en,Jakarta,INSERT_NEW,,List,112,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0087,Doorhandle,Doorhandle,,,,https://www.instagram.com/doorhandle.id/?hl=en,Jakarta,INSERT_NEW,,List,113,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0088,Dormakaba Group,Dormakaba Group,,PT Bahtera Cipta Raga,https://bcrpindo.com./,,Jakarta,INSERT_NEW,,List,114,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0089,Dphaus,Dphaus,,,https://www.dphaus.co.id/,https://www.instagram.com/dphausid,"Jakarta, Surabaya",INSERT_NEW,,List,115,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0090,Duma,Duma,,PT Sumber Djaja Perkasa,https://duma.co.id/,https://www.instagram.com/duma.id/?hl=en,"Jakarta, Surabaya",INSERT_NEW,,List,116;117,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0091,Ecourban,Ecourban,,PT Ecourban Pola Teknologi,https://ecourban.id,https://www.instagram.com/ecourban.id/?hl=en,Tangerang,INSERT_NEW,,List,118,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0092,EDL,EDL,,PT EDL Design Indonesia,https://www.edleuro.com/,https://www.instagram.com/edl_laminates?igsh=cGY2ZncxNHRqdzZ5,Tangerang,MATCH_EXISTING_FILL_BLANKS_ONLY,EDL,List,119,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0093,Elca,Elca,,,https://www.elcacorp.com/,https://www.instagram.com/elcalighting/,Jakarta,INSERT_NEW,,List,120,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0094,Eleganza Tiles,Eleganza Tiles,,,https://www.eleganzaindonesia.com,,Jakarta,INSERT_NEW,,List,121,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0095,Elite Glass,Elite Glass,,,https://eliteartglass.co.id,https://www.instagram.com/eliteartglass?igsh=MTZiamppMnV3dTc3NA==,Medan,INSERT_NEW,,List,122,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0096,Ellogrin,Ellogrin,,PT. Apolo Industri Sukses Harmonis,https://ellogrin.id,https://www.instagram.com/ellogrin/?hl=en,Jakarta,INSERT_NEW,,List,123,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0097,Enchanting,Enchanting,,,https://europeenchanting.com/,https://www.instagram.com/europe_enchanting,Jakarta,INSERT_NEW,,List,124,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0098,ENVIRO,ENVIRO,,,https://www.envirocraft.co.id,https://www.instagram.com/enviro.craft/,"Surabaya, Bali",INSERT_NEW,,List,125,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0099,Estica International,Estica International,,,https://esticainternational.com/,https://www.instagram.com/accounts/login/?next=%2Festica.international%2F&source=omni_redirect,"Jakarta, Surabaya",INSERT_NEW,,List,126,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0100,Eterna,Eterna,,PT Eterna Multi Kreasi,https://eternacubicletoilet.com/,https://www.instagram.com/cubicletoilet.id?igsh=NDY0cmxqZ3p6dWwy,Jakarta,INSERT_NEW,,List,127,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0101,Etivo Indonesia,Etivo Indonesia,,PT Elko Citra Indonesia,https://www.tokopedia.com/elkoindonesia,https://www.instagram.com/etivo.indonesia?igsh=MXdtemxmMXZ4OXBybQ==,Jakarta,INSERT_NEW,,List,128,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0102,Evergreen Trees,Evergreen Trees,,,https://evergreentrees.asia/,https://www.instagram.com/evergreentrees_jkt/,Jakarta,INSERT_NEW,,List,129,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0103,Every,Every,,,https://www.everycollections.com/,https://www.instagram.com/every.collections/,Jakarta,INSERT_NEW,,List,130,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0104,Every collection,Every collection,,,https://www.everycollections.com/,https://www.instagram.com/every.collections/,Jakarta,INSERT_NEW,,List,478,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0105,Expose Concrete,Expose Concrete,,,https://exposeconcrete.com/,https://www.instagram.com/xpose.indonesia/?hl=en,Jakarta,INSERT_NEW,,List,131,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0106,Fabrica Indonesia,Fabrica Indonesia,,,https://fabrica.id/,https://www.instagram.com/fabricaindonesia,Jakarta,INSERT_NEW,,List,132,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0107,Fenstela,Fenstela,,,https://fenstela.co.id/lift-and-slide/,https://www.instagram.com/fenstela.official,Jakarta,INSERT_NEW,,List,133,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0108,Ferrum,Ferrum,,,https://besitempa.com/,https://www.instagram.com/ferrumdesign/,Jakarta,INSERT_NEW,,List,134,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0109,Fideco,Fideco,,,https://taco.co.id/,https://www.instagram.com/fideco.id/,Jakarta,INSERT_NEW,,List,135,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0110,Fio,Fio,,,https://www.fio.co.id/,https://www.instagram.com/fiocarpet/?hl=en,Jakarta,INSERT_NEW,,List,136,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0111,Fobuma,Fobuma,,,https://www.fobuma.com,https://www.instagram.com/fobuma,Jakarta,INSERT_NEW,,List,137,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0112,Foresco,Foresco,,,https://linktr.ee/paperyarn,https://www.instagram.com/paperyarn_id,Jakarta,INSERT_NEW,,List,138,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0113,Forluxe,Forluxe,,PT. Forluxe Decorindo Sentosa,https://www.forluxe.co.id/,https://www.instagram.com/forluxe.wps/,"Jakarta, Surabaya (on going Samarinda, Makassar, Batam)",INSERT_NEW,,List,139,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0114,Forme Furniture,Forme Furniture,,,https://myforme.com,https://www.instagram.com/formefurniture/?hl=en,"Jakarta, Surabaya, Semarang",INSERT_NEW,,List,140,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0115,Formwell,Formwell,,PT Formwell Product,https://www.formwellproducts.co.id/home,https://www.instagram.com/formwellproduct/,Jakarta,INSERT_NEW,,List,141,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0116,Fortress Pintu Baja,Fortress Pintu Baja,,,https://www.pintubajafortress.co.id/?fbclid=PAZXh0bgNhZW0CMTEAAaYVtbaIsni2YW1sFDTCwzN2AP4HipbGhrO0yHot7KRjpdOAxjKpxkDSeOw_aem_bRBkwu7l3wDnS4eRHeVERA,https://www.instagram.com/pintubajafortress,Tangerang,INSERT_NEW,,List,142,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0117,Frame Work,Frame Work,,,,https://www.instagram.com/framework.idn/,"Jakarta, Bandung, Medan, Surabaya, Bali",INSERT_NEW,,List,143,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0118,Fronterra,Fronterra,,PT YKK AP Indonesia,https://www.ykkap.co.id/,https://www.instagram.com/ykkapi_official/,"Jakarta, Surabaya",INSERT_NEW,,List,144,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0119,Fu Texture,Fu Texture,,,,https://www.instagram.com/futexture/?hl=en,,INSERT_NEW,,List,145,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0120,Fusion Local,Fusion Local,,,https://fusiondesign.id/,https://www.instagram.com/fusion.local?igshid=MzNlNGNkZWQ4Mg%3D%3D,Jakarta,INSERT_NEW,,List,146;147,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0121,GAIA Wallpanel,GAIA Wallpanel,,,,https://www.instagram.com/gaiawallpanel/?hl=en,Jakarta,INSERT_NEW,,List,148,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0122,Galeri Jati Asli,Galeri Jati Asli,,,,"https://www.instagram.com/galeri_jati_asli/?hl=en
https://www.instagram.com/galeri_jati_solo?igsh=djkyYnQwYXg2am1l","Jakarta, Solo",INSERT_NEW,,List,149,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0123,Galleria,Galleria,,,https://galleria.co.id/,https://www.instagram.com/galleria.idn/,"Jakarta, Surabaya, Semarang, Medan, Bali",INSERT_NEW,,List,150,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0124,Gammapaint,Gammapaint,,,https://www.gammapaint.com,https://www.instagram.com/gammapaint/?hl=en,Jakarta,INSERT_NEW,,List,151,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0125,Gatra Marmer,Gatra Marmer,,,https://gatramarmer.net/,https://www.instagram.com/gatramarmer/,Tangerang,INSERT_NEW,,List,152;153,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0126,Germany Brilliant,Germany Brilliant,,,Produk Perlengkapan Rumah Terbaik,Germany Brilliant Official (@gbsanitary1) • Instagram photos and videos,Bekasi,INSERT_NEW,,List,154,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0127,Globalindo Sinar Perkasa,Globalindo Sinar Perkasa,,,,,Bandung,INSERT_NEW,,List,155,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0128,Glorall Indonesia,Glorall Indonesia,,,https://glorall.id/?utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAdGRleAPlX65leHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAae2OEzVvcOcCEFcqlHS6WIPuHlNofug-8JN5O7iUUfoHq64mmvrTAgaOuLyXA_aem_kX6ZoMTuUn0t-_H6CkkHGw,https://www.instagram.com/glorall_id?igsh=cDhrNDlmdXltNnZt,Tangerang,INSERT_NEW,,List,156,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0129,GMR Marble,GMR Marble,,,,https://www.instagram.com/gmr.marble/,Medan,INSERT_NEW,,List,157,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0130,Grandome Indonesia,Grandome Indonesia,,,https://www.grandome.id/?fbclid=PAZXh0bgNhZW0CMTEAAaalKzynfu2HMyZrY6hCYtq1mrdQ_s4j8N0uonklOxI82V_xRz4JM5c_XTI_aem_Fvo2KBs9G1rCEk5hnIvDdQ,https://www.instagram.com/grandome_indonesia/?hl=en,Jakarta,INSERT_NEW,,List,158,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0131,Granito,Granito,,,https://granito.co.id/id/,https://www.instagram.com/granito_tile/,Jakarta,INSERT_NEW,,List,159,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0132,Granroof,Granroof,,PT YKK AP Indonesia,https://www.ykkap.co.id/,https://www.instagram.com/ykkapi_official/,"Jakarta, Surabaya",INSERT_NEW,,List,160,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0133,Green Alu,Green Alu,,,https://www.green-aluminium.com/,https://www.instagram.com/greenaluminium,"Jakarta, Medan",INSERT_NEW,,List,161,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0134,Green Leaves,Green Leaves,,,https://greenleavescarpet.id,https://www.instagram.com/greenleaves.carpet/?hl=en,Bekasi,INSERT_NEW,,List,162,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0135,Green Teak,Green Teak,,,,https://www.instagram.com/greenteak.id/,Jakarta,INSERT_NEW,,List,163;164;165,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0136,"Habitat, Milan Tiles","Habitat, Milan Tiles",,,https://www.milantiles.com/,https://www.instagram.com/milantiles/,"Jakarta, Surabaya",INSERT_NEW,,List,166;167,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0137,Habitus Concept,Habitus Concept,,,https://www.habitusconcept.com/,https://www.instagram.com/habitusconcept.official/,Jakarta,INSERT_NEW,,List,168,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0138,Hafele,Hafele,,PT Hafele Indotama,,https://www.instagram.com/hafeleindonesia/?hl=en,Tangerang,INSERT_NEW,,List,169,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0139,Hale Magis,Hale Magis,,,,https://www.instagram.com/magishome_/,Jakarta,INSERT_NEW,,List,170,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0140,Harfit,Harfit,Pilar Inti Fittindo,,https://harfit.co.id/#,https://www.instagram.com/harfit_furniturefittings/,Jakarta,INSERT_NEW,,List,171;172;173;174;175;176;177;178;179,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0141,High Point,High Point,,,https://highpointoffice.com/,https://www.instagram.com/highpoint_office/,Jakarta,INSERT_NEW,,List,180;181;182,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0142,Higold,Higold,,,http://higoldindonesia.com/,,"Jakarta, Bandung, Palembang",INSERT_NEW,,List,183,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0143,Idecemerlang,Idecemerlang,,,https://www.tokopedia.com/cemerlangide,,Bantul,INSERT_NEW,,List,184,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0144,Idefab,Idefab,,,https://idefabrics.com/about,https://www.instagram.com/idefabrics/?hl=en,"Jakarta, Bali",INSERT_NEW,,List,185,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0145,Iluma,Iluma,,,,https://www.instagram.com/ilumahome/,Jakarta,INSERT_NEW,,List,186,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0146,Iluma Lighting,Iluma Lighting,,,,https://www.instagram.com/ilumalighting/,Jakarta,INSERT_NEW,,List,187,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0147,INAX,INAX,LIXIL,,https://www.inax.co.id/id/products/ecocarat-plus/,https://www.instagram.com/inax.id/,"Jakarta, Bandung",INSERT_NEW,,List,188;189,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0148,Indah Alam,Indah Alam,,,https://www.indahalam.co.id/?fbclid=PAdGRleANII3dleHRuA2FlbQIxMQABp0jJsdLglA96HC7X0UJMQuPz6lRx3vj_R7QKdipHA4ugKCOWnVkZcEX7bFxn_aem_w4IzuQ_7HJynMSkfYrboEA,https://www.instagram.com/indahalamprojek/?locale=en,Jakarta,INSERT_NEW,,List,190,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0149,Indie.furn,Indie.furn,,,,https://www.instagram.com/indie.furn/,Jakarta,INSERT_NEW,,List,191,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0150,Indogress,Indogress,,PT Dutakreasi Bersama Realtindo,https://indogress.com/,https://www.instagram.com/indogress/,Jakarta,INSERT_NEW,,List,192,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0151,Indospace,Indospace,,,https://indospacegroup.com/id/,https://www.instagram.com/indospacegroup/?hl=en,Jakarta,INSERT_NEW,,List,193,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0152,Infiniti,Infiniti,,PT Surya Multi Cemerlang,https://www.titaniumgranite.com/,https://www.instagram.com/infinitigranite,Bandung,INSERT_NEW,,List,194,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0153,Inka Glass,Inka Glass,,,https://www.inkaglass.com/?fbclid=PAZXh0bgNhZW0CMTEAAaZFH9wyDbYRsc2KCNRix_XwW-u-PVp8Fm7n4x8F6XfS5mIhFTm70vuE8rA_aem_RlQ6qktJN97yj4ZHMrLsdg,https://www.instagram.com/inkaglass/?hl=en,Tangerang,INSERT_NEW,,List,195,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0154,Inome Houseware,Inome Houseware,,,https://inome-houseware.com,https://www.instagram.com/inome_houseware/?hl=en,Jakarta,INSERT_NEW,,List,196,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0155,Inovasi Adiwarna Raya,Inovasi Adiwarna Raya,,,https://inovasiadiwarna.com/,,Jakarta,INSERT_NEW,,List,479,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0156,Inston,Inston,,PT Solusi Lantai Utama,Inston,https://www.instagram.com/instonbeton?igsh=ZnQ5d2Z1MXIzNXF1,Jakarta,INSERT_NEW,,List,197,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0157,Interiorfurniturestore,Interiorfurniturestore,,,,https://www.instagram.com/interiorfurniturestore/,Jepara,INSERT_NEW,,List,198,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0158,Inti Solar,Inti Solar,,,https://intisolar.com/,https://www.instagram.com/intisolar,Jakarta,INSERT_NEW,,List,199,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0159,Jati Tari Meubel,Jati Tari Meubel,,,,https://www.instagram.com/jatitarimeubel/channel/,Jepara,INSERT_NEW,,List,200,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0160,JSM Lighting by Skylite,JSM Lighting by Skylite,,PT. Jagat Surya Masindo,https://jsmlighting.co.id,https://www.instagram.com/jsm.skylite/,Jakarta,INSERT_NEW,,List,201,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0161,Kacaruma,Kacaruma,,PT Kaca Ruma Indonesia,https://kacaruma.com,https://www.instagram.com/kacaruma/?hl=en,Tangerang,INSERT_NEW,,List,202,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0162,Kai Space - Kai Gallery,Kai Space - Kai Gallery,,,https://kai-gallery.id/index.php/home,https://www.instagram.com/kaigallery_id,Jakarta,INSERT_NEW,,List,203,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0163,Kaiiliving,Kaiiliving,,,,https://www.instagram.com/kaiiliving/?hl=en,Bandung,INSERT_NEW,,List,204,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0164,Kaisheng,Kaisheng,,PT Kaisheng Building Material,,https://www.instagram.com/kaishengbuildingmaterial?igsh=bDdhOXk2cWpzcG0=,Jakarta,INSERT_NEW,,List,205,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0165,Kammer,Kammer,,,https://www.kammer.co/,https://www.instagram.com/kammer.id/?hl=en,Jakarta,INSERT_NEW,,List,206;207;208,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
v0166,Karang Pilang,Karang Pilang,,,,https://www.instagram.com/karangpilang,BSD,INSERT_NEW,,List,209,1AB11BD57893424EA226135F670197B31B96B861BA05C0C4962AF5BC8D0FBCEE
